,Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,n_price
2873,Volkswagen Polo 1.5 TDI Highline,9964.24,2014,81298,Diesel,Manual,First,20.14 kmpl,1498 CC,5.0,22391
2874,Volkswagen Polo Petrol Comfortline 1.2L,7511.5,2015,59000,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0,14506
2875,Honda Amaze SX i-DTEC,8277.98,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,18024
2876,Audi A6 35 TDI Matrix,36791.04,2014,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,5.0,102229
2877,Tata Tigor 1.05 Revotorq XZ Option,11435.88,2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,5.0,16527
2878,Volkswagen Vento 1.5 TDI Highline AT,14716.42,2017,33550,Diesel,Automatic,First,21.5 kmpl,1498 CC,5.0,34291
2879,Audi A6 35 TDI Matrix,38324.0,2014,62000,Diesel,Automatic,First,18.53 kmpl,1968 CC,5.0,101634
2880,Nissan Terrano XL 110 PS,10424.13,2014,66000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,23252
2881,Skoda Rapid 1.5 TDI AT Elegance,13168.13,2016,46630,Diesel,Automatic,First,21.66 kmpl,1498 CC,5.0,26973
2882,Ford Figo Aspire 1.5 TDCi Trend,8109.36,2016,72566,Diesel,Manual,First,25.83 kmpl,1498 CC,5.0,17071
2883,Tata Venture EX,3832.4,2011,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,8.0,21001
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,21308.14,2011,90000,Diesel,Automatic,First,14.84 kmpl,2143 CC,5.0,81233
2885,Toyota Fortuner 4x2 Manual,30659.2,2014,69000,Diesel,Manual,Second,13.0 kmpl,2982 CC,7.0,15744
2886,Honda City 1.5 V MT,5212.06,2011,90000,Petrol,Manual,Second,17.0 kmpl,1497 CC,5.0,20888
2887,Hyundai i20 Asta Option 1.2,8431.28,2015,39000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,14084
2888,Volkswagen Vento Diesel Trendline,5595.3,2012,110000,Diesel,Manual,Second,20.54 kmpl,1598 CC,5.0,20082
2889,Ford Endeavour 2.5L 4X2 MT,8983.15,2011,68022,Diesel,Manual,First,13.1 kmpl,2499 CC,7.0,31499
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,16004.1,2018,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,5.0,35254
2891,Maruti Swift VDI BSIV,7664.8,2013,58291,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0,19894
2892,Hyundai i20 Sportz Diesel,5166.08,2011,68439,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0,20458
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,10654.07,2011,150000,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0,43395
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,15176.3,2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,5.0,21792
2895,Ford Figo Diesel Titanium,5058.77,2012,71558,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0,22862
2896,Porsche Panamera Diesel,77414.48,2013,48000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,4.0,88901
2897,Hyundai Creta 1.6 CRDi AT SX Plus,19162.0,2015,65800,Diesel,Automatic,First,17.01 kmpl,1582 CC,5.0,40034
2898,Audi A4 2.0 TDI Multitronic,31425.68,2014,53000,Diesel,Automatic,First,16.55 kmpl,1968 CC,5.0,73874
2899,Mahindra XUV500 W8 4WD,22227.92,2017,14600,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0,30293
2900,ISUZU MUX 4WD,30659.2,2017,34429,Diesel,Automatic,First,13.8 kmpl,2999 CC,7.0,22534
2901,Maruti Swift Dzire VDI,8048.04,2014,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,18955
2902,Maruti Ciaz ZXi,9044.46,2015,25470,Petrol,Manual,First,20.73 kmpl,1373 CC,5.0,22707
2903,Hyundai EON Era Plus,3985.7,2013,22000,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,6995
2904,Mercedes-Benz E-Class 280 CDI,16862.56,2007,75000,Diesel,Automatic,First,11.0 kmpl,2987 CC,5.0,42817
2905,BMW 5 Series 2003-2012 520d,23760.88,2011,95995,Diesel,Automatic,First,18.48 kmpl,1995 CC,5.0,97440
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,8814.52,2017,26877,Diesel,Manual,First,24.0 kmpl,1186 CC,5.0,16891
2907,Jaguar XJ 3.0L Portfolio,114972.0,2015,26000,Diesel,Automatic,First,14.47 kmpl,2993 CC,5.0,49246
2908,Maruti Swift Ldi BSIII,3065.92,2007,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,5.0,19874
2909,Hyundai Santro Xing GLS,3525.81,2008,95291,Petrol,Manual,First,17.92 kmpl,1086 CC,5.0,11659
2910,Toyota Innova 2.5 V Diesel 8-seater,12570.27,2009,135000,Diesel,Manual,Second,12.8 kmpl,2494 CC,8.0,47813
2911,Hyundai i20 Sportz 1.2,7358.21,2015,32000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,12976
2912,Mercedes-Benz E-Class 280 CDI,13030.16,2008,68333,Diesel,Automatic,Second,11.0 kmpl,2987 CC,5.0,35996
2913,Ford Figo Diesel ZXI,4445.58,2011,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0,23677
2914,Toyota Corolla Altis 1.4 DG,9964.24,2012,52100,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0,21296
2915,Hyundai Grand i10 1.2 Kappa Sportz,8967.82,2018,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,13918
2916,Jeep Compass 2.0 Limited 4X4,36653.07,2019,6261,Diesel,Manual,First,16.3 kmpl,1956 CC,5.0,56612
2917,Maruti Ignis 1.2 AMT Alpha,11282.59,2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,5.0,17191
2918,Toyota Fortuner 3.0 Diesel,26443.56,2014,55960,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0,24330
2919,Volkswagen Vento Diesel Highline,10730.72,2013,144000,Diesel,Manual,First,20.54 kmpl,1598 CC,5.0,28189
2920,Toyota Innova Crysta 2.4 VX MT,27056.74,2017,38000,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0,39097
2921,Ford Figo Diesel Celebration Edition,3832.4,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0,21317
2922,Toyota Platinum Etios 1.4 GXD,9197.76,2015,150000,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0,21350
2923,Mahindra Thar DI 4X4,12646.92,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,7.0,28679
2924,Land Rover Range Rover HSE Dynamic,68722.6,2018,41661,Diesel,Automatic,First,12.7 kmpl,2179 CC,5.0,112140
2925,BMW 3 Series 320d Highline,16096.08,2011,64000,Diesel,Automatic,First,16.07 kmpl,1995 CC,5.0,62708
2926,Hyundai Accent GLS,2912.62,2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,5.0,20453
2927,Maruti Celerio ZXI AT,6515.08,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,5.0,12408
2928,Jaguar XF 2.2 Litre Luxury,40623.44,2014,43000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,5.0,70604
2929,Audi A6 2.7 TDI,34491.6,2013,90000,Diesel,Automatic,Second,12.4 kmpl,2698 CC,5.0,74976
2930,Nissan Micra Diesel XV,5058.77,2011,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,21062
2931,Honda Amaze S i-Vtech,6591.73,2015,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,5.0,13338
2932,Renault Duster 85PS Diesel RxL Option,8048.04,2012,79824,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0,25301
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,18012.28,2015,75000,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0,47531
2934,Honda Amaze E i-Vtech,6515.08,2014,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0,13892
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,21798.69,2012,63000,Diesel,Automatic,First,14.94 kmpl,2143 CC,5.0,66986
2936,Toyota Etios Liva G,6438.43,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,5.0,14129
2937,Toyota Innova Crysta 2.8 GX AT 8S,27976.52,2017,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,8.0,52636
2938,Mercedes-Benz New C-Class 200 CDI Elegance,28359.76,2013,51000,Diesel,Manual,First,15.8 kmpl,2148 CC,5.0,42570
2939,Maruti Swift VXI BSIII,3679.1,2008,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,5.0,17929
2940,Maruti Baleno Alpha 1.3,9964.24,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,5.0,18869
2941,Hyundai Santro Xing GL Plus LPG,4905.47,2014,56000,LPG,Manual,First,13.45 kmpl,1086 CC,5.0,8377
2942,Maruti Celerio VXI AT,6116.51,2015,33000,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0,12288
2943,Ford Ecosport 1.5 DV5 MT Ambiente,8354.63,2014,64394,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0,21047
2944,Tata Manza Aura Quadrajet,4138.99,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,5.0,16847
2945,Honda Jazz 1.5 SV i DTEC,9581.0,2016,48719,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0,17615
2946,Mahindra XUV500 W8 2WD,20357.71,2016,59711,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,35485
2947,Nissan Micra Diesel XV Premium,5671.95,2012,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,18823
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,60567.25,2018,10714,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,118289
2949,Tata Manza Aura Plus Quadrajet BS IV,2146.14,2010,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,5.0,16403
2950,Maruti Swift VDI,5365.36,2014,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,15089
2951,Maruti Swift Dzire 1.2 Lxi BSIV,5794.59,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,5.0,12459
2952,Tata Indigo eCS LS (TDI) BS-III,4138.99,2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,5.0,20835
2953,Honda Amaze S i-Dtech,4905.47,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,14492
2954,Maruti Swift VXI BSIV,7664.8,2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,5.0,14961
2955,Maruti Ertiga ZDI,10730.72,2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0,21185
2956,Hyundai Grand i10 Era,4368.94,2014,19500,Petrol,Manual,Second,18.9 kmpl,1197 CC,5.0,11325
2957,Nissan Micra Active XV,6515.08,2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,5.0,12518
2958,Hyundai Grand i10 Asta Option,7511.5,2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,5.0,12319
2959,Jeep Compass 2.0 Sport,25907.02,2017,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,5.0,46360
2960,Volkswagen Polo Diesel Comfortline 1.2L,6515.08,2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,5.0,12558
2961,Honda Amaze S AT i-Vtech,6653.05,2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,5.0,17031
2962,BMW X3 xDrive20d Advantage Edition,26060.32,2012,51001,Diesel,Automatic,First,16.09 kmpl,1995 CC,5.0,68060
2963,BMW 3 Series 320d Luxury Line,43612.71,2017,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,5.0,109842
2964,Honda City V AT,9427.7,2014,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,5.0,23309
2965,Mahindra Ssangyong Rexton RX5,14179.88,2014,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,7.0,42982
2966,Maruti Swift Dzire LDI,7434.86,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0,14955
2967,Maruti Swift VDI BSIV,7358.21,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,16380
2968,Honda Brio S Option MT,3525.81,2012,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,5.0,11991
2969,Hyundai Grand i10 Sportz,7281.56,2016,10770,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,13035
2970,Tata Zest Quadrajet 1.3 75PS XM,7664.8,2017,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,5.0,18140
2971,Hyundai EON Era Plus,3832.4,2015,91000,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7339
2972,Hyundai i20 1.2 Spotz,9121.11,2017,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,14199
2973,Volvo S60 D4 KINETIC,24527.36,2014,48000,Diesel,Automatic,Second,9.0 kmpl,1984 CC,5.0,60222
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,9427.7,2014,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0,21559
2975,Maruti Ritz VXI,6208.49,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,5.0,11994
2976,Hyundai i20 1.4 CRDi Magna,4752.18,2010,94500,Diesel,Manual,Second,21.9 kmpl,1396 CC,5.0,17232
2977,Maruti Dzire VXI,8415.95,2013,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,5.0,13781
2978,Porsche Panamera 2010 2013 4S,65779.31,2010,42400,Petrol,Automatic,Third,8.0 kmpl,4806 CC,4.0,91018
2979,Maruti Swift VDi BSIII W/ ABS,8737.87,2015,50000,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0,19735
2980,Honda Brio S MT,4368.94,2014,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0,10690
2981,Chevrolet Beat LS,3602.46,2012,37000,Petrol,Manual,Second,18.6 kmpl,1199 CC,5.0,10586
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,22626.49,2018,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,5.0,34693
2983,Honda City ZX GXi,3449.16,2008,119000,Petrol,Manual,Second,17.7 kmpl,1497 CC,5.0,23587
2984,Maruti Ritz LXi,5595.3,2016,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,12905
2985,Ford EcoSport 1.5 TDCi Trend,11113.96,2016,46727,Diesel,Manual,First,22.77 kmpl,1498 CC,5.0,23389
2986,BMW 3 Series 320d,16387.34,2010,73336,Diesel,Automatic,First,13.2 kmpl,1995 CC,5.0,63637
2987,Hyundai Verna 1.6 SX VTVT,8431.28,2014,9000,Petrol,Manual,Second,17.01 kmpl,1591 CC,5.0,23378
2988,Toyota Innova 2.5 G4 Diesel 8-seater,7818.1,2005,240000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,8.0,43088
2989,Maruti Wagon R LXI,4982.12,2014,25422,Petrol,Manual,First,22.5 kmpl,998 CC,5.0,8882
2990,Maruti Ertiga VDI,14179.88,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,7.0,25812
2991,Maruti Alto LXi BSIII,2606.03,2008,66000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0,8636
2992,Maruti A-Star Vxi,4399.6,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,5.0,10073
2993,BMW X5 3.0d,27210.04,2009,90000,Diesel,Automatic,First,11.0 kmpl,2993 CC,5.0,47508
2994,Mahindra KUV 100 G80 K6 Plus 5Str,6898.32,2017,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,5.0,13931
2995,Hyundai i10 Magna AT,4522.23,2008,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,5.0,15906
2996,Honda Civic 2006-2010 1.8 S AT,3985.7,2007,93000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,5.0,58117
2997,Hyundai i10 Sportz 1.2,4598.88,2010,50000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,13076
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,23760.88,2014,78616,Diesel,Automatic,Second,14.84 kmpl,2143 CC,5.0,75237
2999,Toyota Etios G,4292.29,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,5.0,20413
3000,Honda City 1.5 E MT,3832.4,2010,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,20684
3001,Maruti Swift Dzire VDI,8814.52,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,19256
3002,Maruti Swift VXI,4292.29,2010,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,5.0,10799
3003,Hyundai Verna 1.6 EX VTVT,7036.29,2014,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0,24478
3004,Maruti Ritz VDi,5595.3,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0,15716
3005,Toyota Fortuner 4x2 Manual,30429.26,2015,31000,Diesel,Manual,First,13.0 kmpl,2982 CC,7.0,17357
3006,Jeep Compass 2.0 Limited,28359.76,2018,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,5.0,48260
3007,Hyundai i20 Asta Option 1.2,10654.07,2017,19860,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,17311
3008,Maruti Wagon R LXI CNG,4368.94,2014,48500,CNG,Manual,Second,26.6 kmpl,998 CC,5.0,8504
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,5748.6,2012,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,7.0,20687
3010,Maruti Swift Dzire LDi,3525.81,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,5.0,16158
3011,Tata Indigo eCS eLS BS IV,3525.81,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0,13573
3012,Maruti Swift LDI,9121.11,2016,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0,17644
3013,Maruti Celerio VXI AT,5350.03,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0,11052
3014,BMW 5 Series 2013-2017 530d M Sport,73122.19,2016,19254,Diesel,Automatic,First,14.69 kmpl,2993 CC,5.0,148704
3015,Volkswagen Polo 1.2 MPI Highline,9856.93,2015,29651,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,17247
3016,Tata Safari DICOR 2.2 LX 4x2,6898.32,2011,80000,Diesel,Manual,First,13.93 kmpl,2179 CC,7.0,24473
3017,Mini Cooper S Carbon Edition,60935.16,2018,2971,Petrol,Automatic,First,13.6 kmpl,1598 CC,4.0,75925
3018,Ford Figo Petrol Titanium,6131.84,2015,21400,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0,13776
3019,Honda City i DTEC V,10700.06,2015,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,5.0,20289
3020,Hyundai Tucson CRDi,2682.68,2006,80000,Diesel,Manual,Second,12.6 kmpl,1991 CC,7.0,43408
3021,Skoda Laura Ambiente 2.0 TDI CR MT,7281.56,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,5.0,22171
3022,Toyota Fortuner 3.0 Diesel,36024.56,2016,99593,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0,23794
3023,Hyundai Verna 1.6 SX,11481.87,2014,39791,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0,25030
3024,Mahindra XUV500 W6 2WD,16632.62,2015,113000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,35807
3025,Renault KWID RXT,5365.36,2017,24000,Petrol,Manual,First,25.17 kmpl,799 CC,5.0,8151
3026,Hyundai i20 Asta 1.2,9657.65,2015,39000,Petrol,Manual,Second,18.6 kmpl,1197 CC,5.0,14498
3027,Honda City V AT,10347.48,2012,37000,Petrol,Automatic,First,15.6 kmpl,1497 CC,5.0,23664
3028,Ford Endeavour 3.2 Titanium AT 4X4,44271.88,2017,61108,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0,67415
3029,Skoda Superb Elegance 1.8 TSI AT,21814.02,2016,61648,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0,46817
3030,BMW 3 Series 320d Sport,22994.4,2012,37000,Diesel,Automatic,Third,22.69 kmpl,1995 CC,5.0,77912
3031,Maruti Ertiga VXI CNG,8891.17,2013,53000,CNG,Manual,First,22.8 kmpl,1373 CC,7.0,22082
3032,Maruti Ritz LDi,5748.6,2013,65000,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0,15446
3033,Hyundai Santro Xing XP,1762.9,2005,120000,Petrol,Manual,First,14.8 kmpl,1086 CC,5.0,15204
3034,Toyota Fortuner 3.0 Diesel,19545.24,2011,148009,Diesel,Manual,Second,11.5 kmpl,2982 CC,7.0,34889
3035,Maruti Swift Lxi BSIII,2989.27,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,5.0,16274
3036,Tata Tigor 1.2 Revotron XT,7588.15,2018,22345,Petrol,Manual,First,20.3 kmpl,1199 CC,5.0,11630
3037,Honda City i VTEC CVT VX,12646.92,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,25321
3038,BMW 3 Series 320d,32176.83,2013,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,5.0,65780
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,26826.8,2010,93000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,5.0,91062
3040,Maruti Swift VDI,8216.67,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0,16538
3041,Maruti Ertiga VXI,9734.3,2014,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,7.0,23065
3042,Hyundai Verna 1.6 VTVT,4522.23,2011,36226,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0,24143
3043,Land Rover Discovery Sport TD4 HSE,85385.87,2019,25899,Diesel,Automatic,First,12.63 kmpl,2179 CC,5.0,130742
3044,Hyundai Santro Xing GL,1762.9,2009,60170,Petrol,Manual,First,17.9 kmpl,1086 CC,5.0,10065
3045,Mercedes-Benz New C-Class C 220 CDI Style,57486.0,2017,11200,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,108592
3046,Hyundai i10 Magna 1.2,6239.15,2017,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,12599
3047,Volkswagen Polo Diesel Comfortline 1.2L,4583.55,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0,10518
3048,Maruti Vitara Brezza VDi Option,12110.38,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0,22471
3049,Renault Duster 85PS Diesel RxL,11481.87,2016,36600,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0,26315
3050,Tata Indica Vista Aqua 1.3 Quadrajet,1686.26,2009,117000,Diesel,Manual,First,18.0 kmpl,1248 CC,5.0,17512
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,85845.76,2016,16000,Diesel,Automatic,First,11.3 kmpl,2987 CC,7.0,146366
3052,Hyundai Xcent 1.2 CRDi S,5365.36,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,5.0,12677
3053,Hyundai Verna CRDi SX ABS,4598.88,2008,150000,Diesel,Manual,First,18.1 kmpl,1493 CC,5.0,23940
3054,Hyundai Verna 1.6 SX VTVT,9351.06,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,5.0,25392
3055,Ford Figo Petrol ZXI,3449.16,2010,102016,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0,12966
3056,Maruti Swift VDI Optional,9121.11,2016,38000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,18115
3057,Renault Pulse RxL,7588.15,2013,71491,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,20399
3058,Volkswagen Polo 1.2 MPI Highline,8415.95,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0,15790
3059,BMW 3 Series 320d Luxury Line,10224.84,2019,87000,Diesel,Automatic,First,22.69 kmpl,1995 CC,5.0,61003
3060,Skoda Rapid 1.6 MPI Active,9581.0,2015,20765,Petrol,Manual,First,15.0 kmpl,1598 CC,5.0,24590
3061,Hyundai Santro GS,2314.77,2005,58000,Petrol,Manual,Second,15.1 kmpl,999 CC,5.0,13901
3062,Audi Q7 3.0 TDI Quattro Premium Plus,53469.64,2014,51076,Diesel,Automatic,First,12.07 kmpl,2967 CC,7.0,95515
3063,Maruti Ciaz VDi Plus,10577.42,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,5.0,19748
3064,Honda City i DTEC VX,9182.43,2014,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,5.0,17228
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,15942.78,2010,73000,Petrol,Automatic,First,10.93 kmpl,3498 CC,5.0,75575
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,44455.84,2012,50001,Diesel,Automatic,First,14.57 kmpl,2967 CC,5.0,64305
3067,Mahindra Xylo H4,8967.82,2016,93166,Diesel,Manual,Second,14.02 kmpl,2179 CC,7.0,20149
3068,Honda City 1.5 EXI AT,3387.84,2006,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,5.0,31877
3069,Maruti SX4 ZXI MT BSIV,3679.1,2010,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,5.0,22955
3070,Toyota Corolla Altis G,4598.88,2009,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,5.0,29230
3071,Volkswagen Vento Petrol Highline AT,5748.6,2012,61000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,5.0,27728
3072,Hyundai EON Era Plus,4522.23,2015,66510,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7855
3073,Skoda Laura Ambition 2.0 TDI CR MT,8891.17,2011,84062,Diesel,Manual,First,20.0 kmpl,1968 CC,5.0,31651
3074,Maruti Swift VDI,7511.5,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,17155
3075,Toyota Corolla Altis 1.8 VL CVT,25983.67,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,5.0,73455
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,19162.0,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0,46860
3077,Tata Tiago Wizz 1.05 Revotorq,7664.8,2017,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,5.0,12118
3078,Skoda Rapid 1.6 MPI Ambition,7174.25,2015,39822,Petrol,Manual,First,15.41 kmpl,1598 CC,5.0,22294
3079,Ford Endeavour 3.2 Titanium AT 4X4,45682.21,2016,29000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0,67883
3080,Renault KWID RXL,5304.04,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,5.0,7634
3081,Hyundai i20 1.4 Asta CRDi with AVN,6131.84,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0,18582
3082,Skoda Laura Ambiente,6898.32,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,5.0,21520
3083,Toyota Corolla Altis Diesel D4DG,8998.48,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0,19846
3084,Mahindra Scorpio S8 8 Seater,14563.12,2015,61000,Diesel,Manual,First,15.4 kmpl,2179 CC,8.0,32316
3085,Audi Q5 2.0 TDI Premium Plus,49821.2,2013,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,5.0,103375
